Species_Abv,Common Species Name,Species ,ACQ #,Source,Date Admitted,Date Released,Details of rescue,Disposition,Diagnosis,Survive 
COHA,,,3369-04-318,,12/17/2005,1/14/2006,COLLISION,DIED,TRAUMA - OU,
GHOW,,,3370-05-319,JERNIGAN,12/19/2005,12/20/2005,EMACIATION,EUTHANIZED,TRAUMA - TISSUE/EMACIATED,
RSHA,,,3371-05-320,YATES,12/19/2005,,S COLLISION,TRANSFERRED,"FX - METACARPALS, R",
RTHA,,,3372-05-321,WILLIAMS,12/20/2005,12/27/2005,EMACIATION,DIED,"TRAUMA - LEG, L/EMACIATED",
GHOW,,,3373-05-322,LEE,12/20/2005,12/21/2005,EMACIATION,DIED,EMACIATED,
EASO,,,3374-05-323,MARTIN,12/20/2005,1/12/2006,S HBC,EUTHANIZED,TRAUMA - OU,
BAEA,,,3375-05-324,CANTREL [SCDNR],12/21/2005,6/9/2006,S COLLISION,RELEASED,TRAUMA - HEAD,
BDOW,,,3376-05-325,DRIGGERS,12/22/2005,4/26/2006,S HBC,RELEASED,TRAUMA - HEAD,
BLVU,,,3377-05-326,CAMPBELL,12/22/2005,12/25/2005,GUNSHOT,EUTHANIZED,"FX - HUMERUS, R-LUXATION, SHOULDER, L",
RSHA,,,3378-05-327,,12/23/2005,1/12/2006,S HBC,EUTHANIZED,FX - PELVIS,
RTHA,,,3379-05-328,STUDLETT,12/24/2005,7/26/2006,S COLLISION,RELEASED,"FX - RADIUS, R",
RTHA,,,3380-05-329,WILSON,12/25/2005,12/25/2005,S HBC,EUTHANIZED,"FX - WING, L/TRAUMA - OU",
SSHA,,,3381-05-330,DAVIS,12/26/2005,12/28/2005,S COLLISION,EUTHANIZED,FX - HUMERUS,
EASO,,,3382-05-331,WATTS,12/26/2005,3/2/2006,HBC,RELEASED,TRAUMA - OU,
EASO,,,3383-05-332,HOGG,12/27/2005,2/28/2006,S HBC,RELEASED,TRAUMA - OU,
RTHA,,,3384-05-333,,12/29/2005,12/31/2005,EMACIATION,DIED,TRAUMA - TISSUE,
RTHA,,,3385-05-334,SAARLOOS,12/30/2005,3/26/2006,S COLLISION,RELEASED,TRAUMA - AIR SAC,
COHA,,,3386-05-335,CORDRAY,12/30/2005,1/1/2006,S HBC,EUTHANIZED,"FX - HUMERUS, R",
EASO,,,3387-05-336,BARKER,12/31/2005,12/31/2005,EMACIATION,DIED,TRAUMA - WING/EMACIATED,
RTHA,,,3388-05-337,CCAC,12/31/2005,2/13/2006,S COLLISION,EUTHANIZED,TRAUMA - OS/FX - ULNA,
RTHA,,,3389-05-338,JONES,12/31/2005,3/27/2006,S COLLISION,RELEASED,TRAUMA - HEAD,
BDOW,,,3390-06-001,YOUNG,1/1/2006,5/31/2006,S HBC,EUTHANIZED,TRAUMA - OU-HEAD,
RTHA,,,3391-06-002,MPVEH,1/1/2006,4/6/2006,SPP CONFLICT,RELEASED,TRAUMA - TISSUE,
RTHA,,,3392-06-003,BROWN,1/2/2006,4/21/2006,GUNSHOT,RELEASED,"FX - ULNA, L",
RTHA,,,3393-06-004,EVANS,1/2/2006,4/23/2006,EMACIATION,RELEASED,TRAUMA - TISSUE,
EASO,,,3394-06-005,MAGHAKIAN,1/3/2006,1/3/2006,S HBC,DIED,TRAUMA - HEAD,
RTHA,,,3395-06-006,SHARBROUGH,1/4/2006,1/13/2006,ELECTRIC SHOCK,DIED,TRAUMA - TISSUE,
EASO,,,3396-06-007,JUDY,1/5/2006,4/29/2006,S HBC,RELEASED,TRAUMA - OU/FX - ULNA/EMACIATED,
RTHA,,,3397-06-008,ARK VET,1/5/2006,1/14/2006,S COLLISION,EUTHANIZED,TRAUMA - OS,
TUVU,,,3398-06-009,DAWSEY [SCDNR],1/5/2006,3/18/2006,S HBC,RELEASED,FX - ULNA,
RTHA,,,3399-06-010,PARKER,1/5/2006,1/5/2006,S COLLISION,EUTHANIZED,"FX - HUMERUS, R",
RTHA,,,3400-06-011,CLARK,1/6/2006,1/6/2006,EMACIATION,DIED,"FX - HUMERUS, R",
BDOW,,,3401-06-012,"MARTIN, MC",1/6/2006,1/6/2006,S HBC,EUTHANIZED,"FX - HUMERUS, L",
EASO,,,3402-06-013,HAWKINS,1/7/2006,1/9/2006,EMACIATION,DIED,EMACIATED,
RSHA,,,3403-06-014,HOUGH,1/8/2006,1/9/2006,S COLLISION,EUTHANIZED,,
SSHA,,,3404-06-015,STEPANIAN,1/9/2006,1/11/2006,COLLISION,RELEASED,TRAUMA - HEAD,
EASO,,,3405-06-016,,1/10/2006,2/28/2006,HBC,RELEASED,TRAUMA - OU,
TUVU,,,3406-06-017,YANCY,1/10/2006,1/10/2006,S HBC,EUTHANIZED,FX - LEGS,
BAEA,,,3407-06-018,GASTON,1/11/2006,7/27/2006,S COLLISION,EUTHANIZED,FX - ULNA/EMACIATED,
TUVU,,,3408-06-019,LELAND,1/14/2006,5/20/2006,S HBC,RELEASED,TRAUMA - HEAD-INTERNAL,
RTHA,,,3409-06-020,ARK VET,1/16/2006,1/17/2006,S COLLISION,DIED,EMACIATED,
COHA,,,3410-06-021,PARRY-JONES,1/17/2006,1/17/2006,EMACIATION,DIED,EMACIATED,
RTHA,,,3411-06-022,CCAC,1/18/2006,1/18/2006,S COLLISION,DIED,"FX - CORACOID, L/EMACIATED",
EASO,,,3412-06-023,SHARER,1/19/2006,1/19/2006,S HBC,DIED,TRAUMA - HEAD,
COHA,,,3413-06-024,GARRISON,1/21/2006,2/6/2006,COLLISION,ESCAPED,TRAUMA - HEAD,
BLVU,,,3414-06-025,CONN,1/21/2006,1/22/2006,S COLLISION,EUTHANIZED,FX - HUMERUS,
BAEA,,,3415-06-026,STEVENS,1/22/2006,7/13/2006,GUNSHOT,RELEASED,"FX - RADIUS-ULNA, L",
RTHA,,,3416-06-027,"GUILLEAUX, DVM",1/24/2006,4/28/2006,S COLLISION,RELEASED,TRAUMA - HEAD,
COHA,,,3417-06-028,REID,1/26/2006,4/11/2006,S COLLISION,DIED,TRAUMA - HEAD,
BAEA,,,3418-06-029,HEWETT,1/26/2006,,ELECTRIC SHOCK,TRANSFERRED,TRAUMA - TISSUE,
RSHA,,,3419-06-030,PLAYCARD,1/26/2006,5/12/2006,S COLLISION,RELEASED,"FX - ULNA, L",
COHA,,,3420-06-031,ARK VET,1/27/2006,5/31/2006,S HBC,RELEASED,"FX - METACARPALS, L",
COHA,,,3421-06-032,MPVEH,1/30/2006,5/24/2006,S COLLISION,ESCAPED,TRAUMA - HEAD,
EASO,,,3422-06-033,NELSON,1/30/2006,4/9/2006,S HBC,RELEASED,TRAUMA - HEAD,
TUVU,,,3423-06-034,GORDON,1/31/2006,1/31/2006,S COLLISION,EUTHANIZED,"FX - LEG, R, SEVERED",
EASO,,,3424-06-035,MPVEH,2/1/2006,4/29/2006,S HBC,RELEASED,"FX - TARSOMETATARSUS, L",
GHOW,,,3425-06-036,,2/1/2006,2/1/2006,EMACIATION,DIED,FX - BEAK/EMACIATED,
COHA,,,3426-06-037,GASKINS,2/4/2006,2/4/2006,S COLLISION,DIED,TRAUMA - HEAD/EMACIATED,
BDOW,,,3427-06-038,BRADLEY,2/5/2006,2/9/2006,S HBC,DIED,TRAUMA - NEUROLOGICAL,
SSHA,,,3428-06-039,NAVEC,2/5/2006,2/9/2006,S COLLISION,EUTHANIZED,"FX - HUMERUS, L",
GHOW,,,3429-06-040,STEVENS,2/7/2006,8/2/2006,ORPHANED/NEST DEST,RELEASED,UNINJURED,
GHOW,,,3430-06-041,STEVENS,2/7/2006,9/29/2006,ORPHANED/NEST DEST,RELEASED,UNINJURED,
RTHA,,,3431-06-042,FRAZIER,2/13/2006,2/13/2006,EMACIATION,DIED,EMACIATED,
BDOW,,,3432-06-043,HOOD,2/13/2006,9/9/2006,S HBC,RELEASED,"FX - FEMUR, R",
RTHA,,,3433-06-044,STIUBARTH,2/16/2006,,ELECTRIC SHOCK,TRANSFERRED,"TRAUMA - OU-HALLUX, L",
BDOW,,,3434-06-045,SHINGLEDECKER,2/17/2006,8/13/2006,HBC,DIED,"FX - ULNA-TIBIOTARSUS, R",
BDOW,,,3435-06-046,COLEMAN,2/17/2006,2/17/2006,S HBC,DIED,"FX - TARSOMETATARSUS, R/TRAUMA - OD",
SSHA,,,3436-06-047,MELSON,2/17/2006,2/18/2006,S COLLISION,DIED,"FX - CORACOID, L/EMACIATED",
TUVU,,,3437-06-048,"MARTIN, MC",2/20/2006,7/28/2006,TRAPPED/ENTANGLED,RELEASED,TRAUMA - TISSUE,
RSHA,,,3438-06-049,HUGHES,2/20/2006,3/6/2006,GUNSHOT,EUTHANIZED,"FX - RADIUS-ULNA-TARSOMETATARSUS, L",
MERL,,,3439-06-050,,2/22/2006,3/18/2006,S COLLISION,RELEASED,TRAUMA - HEAD,
COHA,,,3440-06-051,TROXEL,2/23/2006,2/26/2006,S COLLISION,EUTHANIZED,FX - WRIST,
GHOW,,,3441-06-052,SHAVELY,2/23/2006,2/24/2006,EMACIATION,DIED,TRAPPED - PETROLEUM/EMACIATED,
RTHA,,,3442-06-053,WEABLE,2/25/2006,2/26/2006,EMACIATION,DIED,EMACIATED,
EASO,,,3443-06-054,PORCHER,2/25/2006,4/9/2006,TRAPPED/ENTANGLED,RELEASED,TRAUMA - HEAD,
COHA,,,3444-06-055,JUDY,2/26/2006,5/30/2006,TRAPPED/ENTANGLED,ESCAPED,"FX - LUXATION, ELBOW, L",
GHOW,,,3445-06-056,PHIPPS,2/27/2006,3/1/2006,ORPHANED,RELEASED,UNINJURED,
RTHA,,,3446-06-057,CCAC,2/28/2006,3/1/2006,EMACIATION,DIED,FX - METACARPALS,
RTHA,,,3447-06-058,MANDRELL,2/28/2006,3/2/2006,EMACIATION,EUTHANIZED,TRAUMA - TISSUE/INFECTION,
RTHA,,,3448-06-059,CLARY,2/28/2006,3/3/2006,EMACIATION,EUTHANIZED,TRAUMA - TISSUE/INFECTION,
BAEA,,,3449-06-060,SMITH,2/28/2006,7/13/2006,S COLLISION,RELEASED,"FX - METACARPALS, R",
EASO,,,3450-06-061,WILSON,3/1/2006,4/27/2006,HBC,ESCAPED,TRAUMA - OU,
EASO,,,3451-06-062,,3/1/2006,3/2/2006,S HBC,EUTHANIZED,"FX - HUMERUS, R/TRAUMA - OD",
EASO,,,3452-06-063,SIMMONS,3/2/2006,3/31/2006,S COLLISION,EUTHANIZED,FX - RADIUS-ULNA,
EASO,,,3453-06-064,,3/3/2006,3/6/2006,S COLLISION,DIED,TRAUMA - HEAD,
GHOW,,,3454-06-065,BIECK,3/4/2006,3/9/2006,SPP CONFLICT,DIED,TRAUMA - OU,
COHA,,,3455-06-066,WALMART,3/5/2006,3/9/2006,TRAPPED/ENTANGLED,DIED,TRAUMA - OU,
BLVU,,,3456-06-067,SNYDER,3/5/2006,3/5/2006,S HBC,EUTHANIZED,"FX - LEG-WING, R",
BLVU,,,3457-06-068,NOBLE,3/6/2006,3/6/2006,S COLLISION,EUTHANIZED,TRAUMA - TISSUE/FX,
RTHA,,,3458-06-069,CATE,3/7/2006,3/7/2006,ELECTRIC SHOCK,EUTHANIZED,TRAUMA - TISSUE,
GHOW,,,3459-06-070,ECKERT/CHUBA,3/7/2006,8/2/2006,S COLLISION,RELEASED,EMACIATED,
RTHA,,,3460-06-071,BROWN,3/10/2006,3/10/2006,S HBC,EUTHANIZED,FX - HUMERUS-RADIUS-ULNA,
BDOW,,,3461-06-072,,3/10/2006,3/10/2006,HBC,EUTHANIZED,TRAUMA - OU,
BAEA,,,3462-06-073,BUXTON,3/10/2006,8/26/2006,S COLLISION,RELEASED,"FX - RADIUS-ULNA, L",
BLVU,,,3463-06-074,REEVES,3/10/2006,11/9/2006,S HBC,RELEASED,FX - BEAK/TRAUMA - OU,
EASO,,,3464-06-075,CARTA,3/11/2006,9/8/2006,S HBC,RELEASED,"FX - FOOT, R",
TUVU,,,3465-06-076,ELLIOTT,3/13/2006,3/13/2006,S HBC,EUTHANIZED,"FX - HUMERUS, R/TRAUMA - NERVE",
RTHA,,,3466-06-077,CARLYLE,3/13/2006,3/13/2006,GUNSHOT,EUTHANIZED,FX - FEMUR-ULNA/EMACIATED,
TUVU,,,3467-06-078,ROBINSON,3/14/2006,,S COLLISION,TRANSFERRED,"FX - HUMERUS, OLD",
GHOW,,,3468-06-079,NEWTON,3/14/2006,7/13/2006,ORPHANED,RELEASED,UNINJURED,
GHOW,,,3469-06-080,EYERLY,3/21/2006,4/18/2008,ORPHANED,NR/EUTHANIZED,TRAUMA - OU-HEAD,
GHOW,,,3470-06-081,WELLINGTON,3/21/2006,8/1/2006,ORPHANED,RELEASED,UNINJURED,
RTHA,,,3471-06-082,HAMERTON,3/22/2006,4/25/2006,GUNSHOT,RELEASED,"FX - TIBIOTARSUS, R/TRAUMA - WING, R",
TUVU,,,3472-06-083,CARR,3/27/2006,3/27/2006,GUNSHOT,EUTHANIZED,FX - METACARPALS-RADIUS-ULNA,
BLVU,,,3473-06-084,ROBINSON,3/28/2006,3/28/2006,S HBC,EUTHANIZED,FX - LEGS,
RTHA,,,3474-06-085,CARVER,3/28/2006,10/29/2006,S HBC,RELEASED,"TRAUMA - FOOT, R",
COHA,,,3475-06-086,BAETAEA,3/30/2006,3/30/2006,S COLLISION,EUTHANIZED,"FX - HUMERUS, L",
EASO,,,3476-06-087,RIVERBANKS ZOO,3/30/2006,6/11/2006,TRANSFER IN,RELEASED,TRAUMA - OU,
BDOW,,,3477-06-088,RIVERBANKS ZOO,3/30/2006,9/13/2006,TRANSFER IN/HBC,RELEASED,TRAUMA - OU,
RTHA,,,3478-06-089,RIVERBANKS ZOO,3/30/2006,6/10/2006,TRANSFER IN,RELEASED,TRAUMA - HEAD,
OSPR,,,3479-06-090,STOKES [SCDNR],3/30/2006,4/2/2006,GUNSHOT,DIED,FX - LEGS,
BAEA,,,3480-06-091,RUSSELL,3/31/2006,5/6/2006,TRANSFER IN/TO HACK,RELEASED,UNINJURED,
BAEA,,,3481-06-092,RUSSELL,3/31/2006,5/6/2006,TRANSFER IN/TO HACK,RELEASED,UNINJURED,
BAEA,,,3482-06-093,RUSSELL,3/31/2006,5/6/2006,TRANSFER IN/TO HACK,RELEASED,UNINJURED,
RSHA,,,3483-06-094,"PARKER, DVM",3/31/2006,8/16/2006,S COLLISION,RELEASED,TRAUMA - HEAD,
BAEA,,,3484-06-095,LIMEHOUSE,4/1/2006,8/26/2006,S COLLISION,RELEASED,"TRAUMA - WRIST, R",
TUVU,,,3485-06-096,HILTON,4/1/2006,9/8/2006,S HBC,RELEASED,TRAUMA - NEUROLOGICAL,
BDOW,,,3486-06-097,KAY,4/3/2006,4/4/2006,ORPHANED,RELEASED,UNINJURED,
BDOW,,,3487-06-098,HENDERSON,4/4/2006,8/19/2006,ORPHANED,RELEASED,UNINJURED,
BDOW,,,3488-06-099,MADISON,4/4/2006,4/5/2006,HBC,EUTHANIZED,"FX - HUMERUS, R-PELVIS, L",
BDOW,,,3489-06-100,JOHNSON,4/5/2006,4/6/2006,S HBC,EUTHANIZED,FX - RADIUS-ULNA,
RTHA,,,3490-06-101,BOULWARE,4/6/2006,4/6/2006,HBC,EUTHANIZED,"FX - RADIUS-ULNA, L",
BWHA,,,3491-06-102,HEIN,4/7/2006,4/9/2006,S COLLISION,EUTHANIZED,"FX - HUMERUS-RADIUS-ULNA, R",
OSPR,,,3492-06-103,GARVIN,4/9/2006,4/13/2006,S HBC,DIED,"FX - RADIUS-ULNA, R",
GHOW,,,3493-06-104,ARK VET,4/10/2006,4/12/2006,S COLLISION,DIED,TRAUMA - SPINAL/FX - BEAK,
BAEA,,,3494-06-105,MURPHY(SCDNR),4/10/2006,4/28/2006,ORPHANED,RELEASED,UNINJURED,
GHOW,,,3495-06-106,HEMMINGWAY,4/13/2006,4/15/2006,ORPHANED/EMACIATION,DIED,TRAUMA - OU,
BDOW,,,3496-06-107,,4/13/2006,8/19/2006,ORPHANED,RELEASED,UNINJURED,
BAEA,,,3497-06-108,BLACKWELL,4/13/2006,9/30/2006,GUNSHOT,RELEASED,"TRAUMA - WRIST, L",
RTHA,,,3498-06-109,BARBOUR,4/14/2006,4/26/2006,ORPHANED,EUTHANIZED,TRAUMA - OU,
GHOW,,,3499-06-110,JOHNSON,4/14/2006,4/16/2006,EMACIATION,DIED,EMACIATED,
EASO,,,3500-06-111,NAVEC,4/16/2006,7/22/2006,S COLLISION,RELEASED,"FX - CORACOID, L/EMACIATED",
BAEA,,,3501-06-112,MURPHY(SCDNR),4/17/2006,5/6/2006,ORPHANED,RELEASED,FX - METACARPALS-ULNA,
EASO,,,3502-06-113,PENDARVIS,4/18/2006,4/19/2006,ORPHANED,DIED,UNINJURED,
BAEA,,,3503-06-114,BOGART,4/19/2006,4/28/2006,ORPHANED/FLEDGLING,RELEASED,UNINJURED,
TUVU,,,3504-06-115,KATZ,4/20/2006,4/21/2006,S COLLISION,EUTHANIZED,"FX - RADIUS-ULNA, L",
RTHA,,,3505-06-116,CCAC,4/21/2006,4/21/2006,S COLLISION,EUTHANIZED,"FX - HUMERUS, L",
BDOW,,,3506-06-117,MEYERS,4/22/2006,9/13/2006,S HBC,RELEASED,"FX - LUXATION, ELBOW, L",
EASO,,,3507-06-118,"LastName
GEISEY",4/24/2006,8/12/2006,S HBC,RELEASED,TRAUMA - OU,
BDOW,,,3508-06-119,STEVENS,4/25/2006,8/25/2006,ORPHANED/FLEDGLING,RELEASED,UNINJURED,
RTHA,,,3509-06-120,THOMPSON,4/27/2006,4/28/2006,ORPHANED/FFN,RELEASED,UNINJURED,
BAEA,,,3510-06-121,MURPHY(SCDNR),4/28/2006,5/6/2006,ORPHANED/FLEDGLING,RELEASED,UNINJURED,
EASO,,,3511-06-122,RIVERBANKS ZOO,4/28/2006,8/14/2006,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
BDOW,,,3512-06-123,RIVERBANKS ZOO,4/28/2006,6/21/2006,TRANSFER IN/ORPHANED,EUTHANIZED,TRAUMA - INTERNAL,
GHOW,,,3513-06-124,RIVERBANKS ZOO,4/28/2006,7/14/2006,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
RTHA,,,3514-06-125,RIVERBANKS ZOO,4/28/2006,11/9/2006,TRANSFER IN/ENTANGLED,RELEASED,TRAUMA - TISSUE,
RTHA,,,3515-06-126,RIVERBANKS ZOO,4/28/2006,10/21/2006,TRANSFER IN,RELEASED,"TRAUMA - TISSUE, FOOT",
EASO,,,3516-06-127,MORRISEY,4/29/2006,8/20/2006,ORPHANED,RELEASED,UNINJURED,
AMKE,,,3517-06-128,MBEVC,4/29/2006,10/31/2006,S COLLISION,RELEASED,FX - RADIUS-ULNA,
BDOW,,,3518-06-129,MAJOR,5/3/2006,5/4/2006,HBC,DIED,TRAUMA - SPINAL-INTERNAL,
TUVU,,,3519-06-130,,5/6/2006,5/6/2006,S COLLISION,EUTHANIZED,"FX - HUMERUS, R",
GHOW,,,3520-06-131,MYRTLE BEACH E CLINIC,5/6/2006,7/15/2006,S COLLISION,RELEASED,TRAUMA - HEAD,
RSHA,,,3521-06-132,JEFFERSON,5/7/2006,8/13/2006,HBC,RELEASED,TRAUMA - HEAD,
RTHA,,,3522-06-133,,5/7/2006,5/7/2006,S COLLISION,EUTHANIZED,"FX - LUXATION, HIP",
OSPR,,,3523-06-134,SWEETLAND,5/8/2006,6/15/2006,S COLLISION,RELEASED,TRAUMA - WING,
TUVU,,,3524-06-135,MILLS,5/9/2006,5/9/2006,GUNSHOT,EUTHANIZED,"FX - LUXATION, ELBOW, L",
EASO,,,3525-06-136,SWEETLEM,5/9/2006,5/9/2006,ORPHANED/EMACIATION,DIED,EMACIATED,
OSPR,,,3526-06-137,,5/10/2006,5/11/2006,GUNSHOT,EUTHANIZED,"FX - HUMERUS, L/TRAUMA - OS",
RSHA,,,3527-06-138,TUMMINIC,5/11/2006,5/12/2006,ORPHANED/FFN,RELEASED,UNINJURED,
RTHA,,,3528-06-139,"PARKER, DVM",5/12/2006,11/9/2006,S COLLISION,EUTHANIZED,TRAUMA - OU,
OSPR,,,3529-06-140,"PARKER, DVM",5/12/2006,5/15/2006,S COLLISION,DIED,TRAUMA - OU,
TUVU,,,3530-06-141,ROGERS,5/12/2006,,EMACIATION,TRANSFERRED,TRAUMA - TISSUE/FX,
GHOW,,,3531-06-142,ROWELL,5/13/2006,5/15/2006,S HBC,EUTHANIZED,"FX - HUMERUS, L/TRAUMA - OU",
EASO,,,3532-06-143,GASKIN,5/14/2006,7/27/2006,S HBC,RELEASED,TRAUMA - OS,
BLVU,,,3533-06-144,TAYLOR,5/14/2006,5/14/2006,GUNSHOT,EUTHANIZED,"FX - ELBOW, L-BEAK",
BAEA,,,3534-06-145,MURPHY(SCDNR),5/15/2006,6/5/2006,TOXICITY,RELEASED,TOXICITY - PESTICIDE,
RTHA,,,3535-06-146,THOMPSON,5/15/2006,5/16/2006,ORPHANED/NEST DEST,RELEASED,UNINJURED,
OSPR,,,3536-06-147,DUFFY,5/15/2006,6/15/2006,ORPHANED/NEST DEST,RELEASED,UNINJURED,
BAEA,,,3537-06-148,MURPHY(SCDNR),5/16/2006,,S HBC,TRANSFERRED,TRAUMA - SPINAL,
EASO,,,3538-06-149,LEMACK,5/16/2006,9/8/2006,ORPHANED,RELEASED,UNINJURED,
EASO,,,3539-06-150,LEMACK,5/16/2006,7/22/2006,ORPHANED,RELEASED,UNINJURED,
EASO,,,3540-06-151,LEMACK,5/16/2006,7/23/2006,ORPHANED,RELEASED,UNINJURED,
SEOW,,,3541-06-152,STOKES,5/17/2006,5/18/2006,EMACIATION,DIED,EMACIATED,
BDOW,,,3542-06-153,SEAGLE,5/17/2006,5/17/2006,S HBC,EUTHANIZED,FX - ELBOW,
RTHA,,,3543-06-154,JORDAN,5/17/2006,5/18/2006,ORPHANED,RELEASED,UNINJURED,
GHOW,,,3544-06-155,,5/18/2006,5/18/2006,EMACIATION,DIED,EMACIATED,
COHA,,,3545-06-156,,5/18/2006,5/19/2006,EMACIATION,DIED,EMACIATED,
RSHA,,,3546-06-157,,5/19/2006,5/22/2006,ORPHANED/FFN,RELEASED,UNINJURED,
RSHA,,,3547-06-158,,5/19/2006,5/22/2006,ORPHANED/FFN,RELEASED,UNINJURED,
RTHA,,,3548-06-159,,5/20/2006,5/22/2006,ORPHANED/EMACIATION,DIED,EMACIATED,
EASO,,,3549-06-160,KING,5/20/2006,7/23/2006,ORPHANED,RELEASED,UNINJURED,
EASO,,,3550-06-161,COUGHLIN,5/22/2006,7/23/2006,ORPHANED,RELEASED,UNINJURED,
RTHA,,,3551-06-162,DURHAM,5/22/2006,11/1/2006,S HBC,EUTHANIZED,TRAUMA - SPINAL,
AMKE,,,3552-06-163,BODIE,5/22/2006,7/12/2006,ORPHANED,RELEASED,UNINJURED,
OSPR,,,3553-06-164,KING,5/23/2006,5/24/2006,ORPHANED/EMACIATION,DIED,FX - HUMERUS,
AMKE,,,3554-06-165,HOLDEN,5/25/2006,8/22/2006,ORPHANED,RELEASED,UNINJURED,
BDOW,,,3555-06-166,OGDEN,5/25/2006,5/25/2006,S HBC,EUTHANIZED,"FX - RADIUS-ULNA, L/TRAUMA - OU",
EASO,,,3556-06-167,,5/26/2006,8/14/2006,ORPHANED,RELEASED,UNINJURED,
EASO,,,3557-06-168,TYEAL,5/28/2006,5/28/2006,S HBC,EUTHANIZED,"FX - TIBIOTARSUS, B-FEMUR, L",
RSHA,,,3558-06-169,,6/1/2006,,COLLISION,TRANSFERRED,TRAUMA - OS,
GHOW,,,3559-06-170,NEWMAN,6/1/2006,8/10/2006,TRAPPED/ENTANGLED,EUTHANIZED,TRAUMA - NEUROLOGICAL,
EASO,,,3560-06-171,MELTON,6/3/2006,8/12/2006,COLLISION,RELEASED,TRAUMA - HEAD,
AMKE,,,3561-06-172,LEE,6/4/2006,6/17/2006,EMACIATION,DIED,EMACIATED,
EASO,,,3562-06-173,GALLOWAY,6/9/2006,9/9/2006,ORPHANED/FFN,RELEASED,UNINJURED,
EASO,,,3563-06-174,GALLOWAY,6/9/2006,9/9/2006,ORPHANED/FFN,RELEASED,UNINJURED,
GHOW,,,3564-06-175,ROWE,6/14/2006,9/26/2006,HBC,RELEASED,TRAUMA - HEAD,
EASO,,,3565-06-176,RUSS,6/14/2006,6/14/2006,S COLLISION,EUTHANIZED,TRAUMA - TISSUE,
OSPR,,,3566-06-177,WILLIAMS,6/19/2006,6/19/2006,TRAPPED/ENTANGLED,EUTHANIZED,"TRAUMA - TISSUE, WINGS",
BDOW,,,3567-06-178,SCHILLING,6/20/2006,6/20/2006,S HBC,EUTHANIZED,TRAUMA - OU/FX - RADIUS-ULNA-HUMERUS,
AMKE,,,3568-06-179,RIVERBANKS ZOO,6/23/2006,8/7/2006,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
EASO,,,3569-06-180,RIVERBANKS ZOO,6/23/2006,9/9/2006,TRANSFER IN,RELEASED,TRAUMA - OU,
EASO,,,3570-06-181,RIVERBANKS ZOO,6/23/2006,9/9/2006,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
TUVU,,,3571-06-182,ROGERS,6/24/2006,6/25/2006,SPP CONFLICT,EUTHANIZED,TRAUMA - TISSUE,
RTHA,,,3572-06-183,ERVIN,6/25/2006,10/20/2006,INFECTION,RELEASED,INFECTION/EMACIATED,
RTHA,,,3573-06-184,HYMAN/HARRY,6/25/2006,7/1/2006,COLLISION,RELEASED,TRAUMA - HEAD,
RSHA,,,3574-06-185,BROWN,6/25/2006,6/26/2006,HBC,DIED,TRAUMA - NEUROLOGICAL,
RTHA,,,3575-06-186,BLANTON,6/26/2006,5/6/2008,HBC,EUTHANIZED,"TRAUMA - TISSUE, FEATHER-OU",
GHOW,,,3576-06-187,,6/26/2006,10/1/2006,EMACIATION,RELEASED,EMACIATED,
RSHA,,,3577-06-188,JONES,6/27/2006,6/28/2006,S HBC,EUTHANIZED,"FX - HUMERUS, L",
OSPR,,,3578-06-189,BRIGMEN,6/28/2006,7/7/2006,COLLISION,RELEASED,TRAUMA - HEAD,
BDOW,,,3579-06-190,JOHNSON,6/29/2006,7/6/2006,HBC,EUTHANIZED,TRAUMA - OU,
RTHA,,,3580-06-191,,6/29/2006,6/29/2006,S HBC,EUTHANIZED,TRAUMA - TISSUE-OU,
BDOW,,,3581-06-192,KEGAN,6/30/2006,6/30/2006,S HBC,EUTHANIZED,"FX - HUMERUS-TARSOMETATARSUS, R-ULNA, L",
COHA,,,3582-06-193,BAER,7/1/2006,8/9/2006,COLLISION,EUTHANIZED,TRAUMA - OD-NEURO/EMACIATED,
RTHA,,,3583-06-194,"PARKER, DVM",7/1/2006,7/27/2006,S COLLISION,EUTHANIZED,TRAUMA - NEUROLOGICAL,
OSPR,,,3584-06-195,,7/3/2006,7/29/2006,EMACIATION,RELEASED,EMACIATED,
GHOW,,,3585-06-196,NORTON,7/6/2006,10/1/2006,TRANSFER IN/ORPHANED,RELEASED,FX - LEG,
GHOW,,,3586-06-197,NORTON,7/6/2006,10/4/2006,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
TUVU,,,3587-06-198,O'MARA,7/11/2006,7/17/2006,S COLLISION,DIED,"FX - HUMERUS, L/EMACIATED",
OSPR,,,3588-06-199,POLLOWSKY,7/13/2006,9/6/2006,S COLLISION,EUTHANIZED,TRAUMA - OIL GLAND/EMAC,
BDOW,,,3589-06-200,BARR,7/13/2006,7/15/2006,S HBC,DIED,TRAUMA - SPINAL,
BLVU,,,3590-06-201,,7/15/2006,11/9/2006,S COLLISION,RELEASED,"FX - RADIUS, L",
MIKI,,,3591-06-202,RIVERBANKS ZOO,7/14/2006,9/2/2006,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
